"CaseMasterID","CrimeNo","CaseNo","CrimeRegisteredDate","PolicePersonID","PoliceStationID","CaseCategoryID","GravityOffenceID","CrimeMajorHeadID","CrimeMinorHeadID","CaseStatusID","CourtID","IncidentFromDate","IncidentToDate","InfoReceivedPSDate","latitude","longitude","BriefFacts"
"93","100121206202500093","202500093","2025-01-12","1093","1206","1","2","2","4","1","512","2025-01-12T05:14:00.000Z","2025-01-12T11:14:00.000Z","2025-01-12T06:14:00.000Z","14.3753266","75.7798817","UPI Fraud reported near Davanagere Traffic PS. Vehicle KA-09-WG-1031 seen. Evidence and witness inputs available for AI review."
"94","100020207202600094","202600094","2026-03-01","1094","207","1","2","1","2","1","502","2026-03-01T13:04:00.000Z","2026-03-01T16:04:00.000Z","2026-03-01T14:04:00.000Z","15.2339289","76.8487294","Vehicle Theft reported near Ballari Cyber PS. Evidence and witness inputs available for AI review."
"95","100010106202400095","202400095","2024-02-26","1095","106","1","2","2","5","2","501","2024-02-26T23:50:00.000Z","2024-02-27T00:50:00.000Z","2024-02-27T00:50:00.000Z","16.1977028","75.4187306","Investment Scam reported near Bagalkote Traffic PS. Evidence and witness inputs available for AI review."
"96","100313107202500096","202500096","2025-07-09","1096","3107","1","1","6","10","2","531","2025-07-09T20:53:00.000Z","2025-07-09T22:53:00.000Z","2025-07-09T21:53:00.000Z","15.4312302","76.6505845","Robbery reported near Vijayanagara Cyber PS. Possible Coastal Fraud Cell pattern. Night-time MO. Evidence and witness inputs available for AI review."
"97","100010102202600097","202600097","2026-06-19","1097","102","1","1","4","7","2","501","2026-06-19T12:18:00.000Z","2026-06-19T18:18:00.000Z","2026-06-19T13:18:00.000Z","15.9779406","75.8677963","Drug Distribution reported near Bagalkote South PS. Evidence and witness inputs available for AI review."
"98","100171707202500098","202500098","2025-03-20","1098","1707","1","2","2","5","1","517","2025-03-20T14:51:00.000Z","2025-03-20T19:51:00.000Z","2025-03-20T15:51:00.000Z","17.4402150","77.0397232","Investment Scam reported near Kalaburagi Cyber PS. Night-time MO. Evidence and witness inputs available for AI review."
"99","100111107202500099","202500099","2025-05-08","1099","1107","1","2","2","5","1","511","2025-05-08T12:49:00.000Z","2025-05-08T18:49:00.000Z","2025-05-08T13:49:00.000Z","12.6595447","74.8259165","Investment Scam reported near Dakshina Kannada Cyber PS. Evidence and witness inputs available for AI review."
"100","100181803202600100","202600100","2026-02-07","1100","1803","1","2","1","2","1","518","2026-02-07T01:28:00.000Z","2026-02-07T07:28:00.000Z","2026-02-07T02:28:00.000Z","12.5453738","75.9992273","Vehicle Theft reported near Kodagu North PS. Evidence and witness inputs available for AI review."
"101","100101007202400101","202400101","2024-08-03","1101","1007","1","2","1","1","1","510","2024-08-03T17:21:00.000Z","2024-08-03T19:21:00.000Z","2024-08-03T18:21:00.000Z","13.9895736","76.2020015","Burglary reported near Chitradurga Cyber PS. Possible Market Corridor Group pattern. Night-time MO. Evidence and witness inputs available for AI review."
"102","100090905202500102","202500102","2025-03-04","1102","905","1","1","5","8","1","509","2025-03-04T08:18:00.000Z","2025-03-04T09:18:00.000Z","2025-03-04T09:18:00.000Z","13.5468699","75.7383982","Harassment reported near Chikkamagaluru Market PS. Vehicle KA-07-ZX-1145 seen. Evidence and witness inputs available for AI review."
"103","100030304202400103","202400103","2024-03-08","1103","304","1","1","6","9","1","503","2024-03-08T00:30:00.000Z","2024-03-08T04:30:00.000Z","2024-03-08T01:30:00.000Z","15.9593348","74.7275116","Assault reported near Belagavi Rural PS. Evidence and witness inputs available for AI review."
"104","100010105202500104","202500104","2025-05-24","1104","105","1","1","4","7","2","501","2025-05-24T20:54:00.000Z","2025-05-24T21:54:00.000Z","2025-05-24T21:54:00.000Z","16.3490965","75.6855819","Drug Distribution reported near Bagalkote Market PS. Possible North Belt Narcotics Line pattern. Night-time MO. Evidence and witness inputs available for AI review."
"105","100242402202400105","202400105","2024-01-25","1105","2402","1","1","5","8","1","524","2024-01-25T00:51:00.000Z","2024-01-25T05:51:00.000Z","2024-01-25T01:51:00.000Z","12.7858222","77.3833894","Harassment reported near Ramanagara South PS. Evidence and witness inputs available for AI review."
"106","100080801202500106","202500106","2025-12-08","1106","801","1","2","2","4","1","508","2025-12-08T02:37:00.000Z","2025-12-08T06:37:00.000Z","2025-12-08T03:37:00.000Z","13.6510438","77.7189589","UPI Fraud reported near Chikkaballapura Central PS. Evidence and witness inputs available for AI review."
"107","100313101202600107","202600107","2026-07-18","1107","3101","1","1","5","8","2","531","2026-07-18T05:20:00.000Z","2026-07-18T08:20:00.000Z","2026-07-18T06:20:00.000Z","15.2694457","76.4481577","Harassment reported near Vijayanagara Central PS. Evidence and witness inputs available for AI review."
"108","100141402202600108","202600108","2026-04-09","1108","1402","1","2","1","2","1","514","2026-04-09T17:34:00.000Z","2026-04-09T23:34:00.000Z","2026-04-09T18:34:00.000Z","15.3273069","75.5674974","Vehicle Theft reported near Gadag South PS. Night-time MO. Evidence and witness inputs available for AI review."
"109","100020201202400109","202400109","2024-04-23","1109","201","1","1","4","7","1","502","2024-04-23T23:56:00.000Z","2024-04-24T03:56:00.000Z","2024-04-24T00:56:00.000Z","15.1086077","76.9939263","Drug Distribution reported near Ballari Central PS. Possible Coastal Fraud Cell pattern. Evidence and witness inputs available for AI review."
"110","100282804202400110","202400110","2024-12-23","1110","2804","1","2","1","1","1","528","2024-12-23T03:08:00.000Z","2024-12-23T07:08:00.000Z","2024-12-23T04:08:00.000Z","14.9362193","74.4047779","Burglary reported near Uttara Kannada Rural PS. Evidence and witness inputs available for AI review."
"111","100141402202500111","202500111","2025-10-21","1111","1402","1","1","6","10","1","514","2025-10-21T01:59:00.000Z","2025-10-21T07:59:00.000Z","2025-10-21T02:59:00.000Z","15.3291947","75.6322142","Robbery reported near Gadag South PS. Possible North Belt Narcotics Line pattern. Evidence and witness inputs available for AI review."
"112","100282808202500112","202500112","2025-03-25","1112","2808","1","2","1","3","1","528","2025-03-25T10:31:00.000Z","2025-03-25T12:31:00.000Z","2025-03-25T11:31:00.000Z","14.8323369","74.0658338","Chain Snatching reported near Uttara Kannada Women PS. Evidence and witness inputs available for AI review."
"113","100141408202500113","202500113","2025-11-14","1113","1408","1","2","2","4","1","514","2025-11-14T10:27:00.000Z","2025-11-14T11:27:00.000Z","2025-11-14T11:27:00.000Z","15.5797769","75.4607341","UPI Fraud reported near Gadag Women PS. Vehicle KA-11-WO-1068 seen. Evidence and witness inputs available for AI review."
"114","100030302202600114","202600114","2026-07-19","1114","302","1","1","5","8","1","503","2026-07-19T12:59:00.000Z","2026-07-19T18:59:00.000Z","2026-07-19T13:59:00.000Z","15.7583619","74.5490075","Harassment reported near Belagavi South PS. Evidence and witness inputs available for AI review."
"115","100252504202500115","202500115","2025-03-03","1115","2504","1","2","3","6","1","525","2025-03-03T21:11:00.000Z","2025-03-03T22:11:00.000Z","2025-03-03T22:11:00.000Z","13.9087003","75.6359342","Loan App Fraud reported near Shivamogga Rural PS. Vehicle KA-30-XQ-1030 seen. Night-time MO. Evidence and witness inputs available for AI review."
"116","100080807202400116","202400116","2024-09-18","1116","807","1","2","2","5","2","508","2024-09-18T17:23:00.000Z","2024-09-18T20:23:00.000Z","2024-09-18T18:23:00.000Z","13.2023346","77.8567554","Investment Scam reported near Chikkaballapura Cyber PS. Night-time MO. Evidence and witness inputs available for AI review."
"117","100020204202600117","202600117","2026-12-02","1117","204","1","1","6","10","1","502","2026-12-02T11:19:00.000Z","2026-12-02T16:19:00.000Z","2026-12-02T12:19:00.000Z","15.3900990","77.0296807","Robbery reported near Ballari Rural PS. Vehicle KA-06-IT-1173 seen. Evidence and witness inputs available for AI review."
"118","100272708202400118","202400118","2024-11-03","1118","2708","1","2","3","6","1","527","2024-11-03T09:07:00.000Z","2024-11-03T14:07:00.000Z","2024-11-03T10:07:00.000Z","13.6168061","74.6356815","Loan App Fraud reported near Udupi Women PS. Evidence and witness inputs available for AI review."
"119","100080806202400119","202400119","2024-08-21","1119","806","1","1","4","7","1","508","2024-08-21T07:42:00.000Z","2024-08-21T13:42:00.000Z","2024-08-21T08:42:00.000Z","13.2712545","77.8369000","Drug Distribution reported near Chikkaballapura Traffic PS. Possible North Belt Narcotics Line pattern. Evidence and witness inputs available for AI review."
"120","100303001202500120","202500120","2025-04-21","1120","3001","1","1","5","8","1","530","2025-04-21T07:28:00.000Z","2025-04-21T12:28:00.000Z","2025-04-21T08:28:00.000Z","16.7240131","77.3219206","Harassment reported near Yadgir Central PS. Evidence and witness inputs available for AI review."
"121","100010105202400121","202400121","2024-09-26","1121","105","1","1","6","9","1","501","2024-09-26T18:51:00.000Z","2024-09-27T00:51:00.000Z","2024-09-26T19:51:00.000Z","16.3930159","75.6752529","Assault reported near Bagalkote Market PS. Night-time MO. Evidence and witness inputs available for AI review."
"122","100161604202500122","202500122","2025-08-02","1122","1604","1","1","6","9","1","516","2025-08-02T04:15:00.000Z","2025-08-02T10:15:00.000Z","2025-08-02T05:15:00.000Z","15.0223734","75.5713579","Assault reported near Haveri Rural PS. Possible North Belt Narcotics Line pattern. Evidence and witness inputs available for AI review."
"123","100222201202500123","202500123","2025-09-02","1123","2201","1","2","3","6","1","522","2025-09-02T03:22:00.000Z","2025-09-02T09:22:00.000Z","2025-09-02T04:22:00.000Z","12.2989964","76.7331111","Loan App Fraud reported near Mysuru Central PS. Vehicle KA-11-FR-1041 seen. Evidence and witness inputs available for AI review."
"124","100222207202400124","202400124","2024-10-31","1124","2207","1","1","4","7","1","522","2024-10-31T21:42:00.000Z","2024-11-01T01:42:00.000Z","2024-10-31T22:42:00.000Z","12.3859621","76.7232150","Drug Distribution reported near Mysuru Cyber PS. Night-time MO. Evidence and witness inputs available for AI review."
"125","100080802202600125","202600125","2026-02-14","1125","802","1","2","2","4","2","508","2026-02-14T09:15:00.000Z","2026-02-14T15:15:00.000Z","2026-02-14T10:15:00.000Z","13.4467393","77.9473800","UPI Fraud reported near Chikkaballapura South PS. Evidence and witness inputs available for AI review."
"126","100181801202500126","202500126","2025-09-06","1126","1801","1","2","1","2","1","518","2025-09-06T09:11:00.000Z","2025-09-06T14:11:00.000Z","2025-09-06T10:11:00.000Z","12.4519857","75.8279358","Vehicle Theft reported near Kodagu Central PS. Evidence and witness inputs available for AI review."
"127","100030302202500127","202500127","2025-06-25","1127","302","1","2","1","2","2","503","2025-06-25T09:34:00.000Z","2025-06-25T14:34:00.000Z","2025-06-25T10:34:00.000Z","15.7565848","74.5580601","Vehicle Theft reported near Belagavi South PS. Evidence and witness inputs available for AI review."
"128","100040405202400128","202400128","2024-12-12","1128","405","1","2","1","2","2","504","2024-12-12T10:57:00.000Z","2024-12-12T15:57:00.000Z","2024-12-12T11:57:00.000Z","13.2454626","77.8553497","Vehicle Theft reported near Bengaluru Rural Market PS. Evidence and witness inputs available for AI review."
"129","100151507202400129","202400129","2024-02-20","1129","1507","1","1","5","8","2","515","2024-02-20T01:50:00.000Z","2024-02-20T05:50:00.000Z","2024-02-20T02:50:00.000Z","12.9849469","76.2327990","Harassment reported near Hassan Cyber PS. Evidence and witness inputs available for AI review."
"130","100171704202500130","202500130","2025-01-09","1130","1704","1","1","6","9","2","517","2025-01-09T07:43:00.000Z","2025-01-09T11:43:00.000Z","2025-01-09T08:43:00.000Z","17.1407599","77.0312132","Assault reported near Kalaburagi Rural PS. Evidence and witness inputs available for AI review."
"131","100171702202500131","202500131","2025-07-02","1131","1702","1","1","6","9","2","517","2025-07-02T04:06:00.000Z","2025-07-02T08:06:00.000Z","2025-07-02T05:06:00.000Z","17.3826483","76.7245191","Assault reported near Kalaburagi South PS. Vehicle KA-26-JN-1239 seen. Evidence and witness inputs available for AI review."
"132","100212105202500132","202500132","2025-12-10","1132","2105","1","2","2","4","1","521","2025-12-10T00:56:00.000Z","2025-12-10T02:56:00.000Z","2025-12-10T01:56:00.000Z","12.4354301","76.9338371","UPI Fraud reported near Mandya Market PS. Evidence and witness inputs available for AI review."
"133","100101005202500133","202500133","2025-05-24","1133","1005","1","2","1","1","1","510","2025-05-24T22:55:00.000Z","2025-05-24T23:55:00.000Z","2025-05-24T23:55:00.000Z","14.0426083","76.4350923","Burglary reported near Chitradurga Market PS. Possible NH-167 Network pattern. Night-time MO. Evidence and witness inputs available for AI review."
"134","100030303202400134","202400134","2024-03-19","1134","303","1","2","2","4","2","503","2024-03-19T17:30:00.000Z","2024-03-19T20:30:00.000Z","2024-03-19T18:30:00.000Z","15.7486990","74.4772391","UPI Fraud reported near Belagavi North PS. Night-time MO. Evidence and witness inputs available for AI review."
"135","100262601202400135","202400135","2024-12-03","1135","2601","1","2","3","6","1","526","2024-12-03T06:44:00.000Z","2024-12-03T08:44:00.000Z","2024-12-03T07:44:00.000Z","13.5293288","77.0643241","Loan App Fraud reported near Tumakuru Central PS. Possible North Belt Narcotics Line pattern. Evidence and witness inputs available for AI review."
"136","100070707202600136","202600136","2026-07-16","1136","707","1","1","6","10","2","507","2026-07-16T06:24:00.000Z","2026-07-16T08:24:00.000Z","2026-07-16T07:24:00.000Z","12.0831987","76.7657768","Robbery reported near Chamarajanagar Cyber PS. Evidence and witness inputs available for AI review."
"137","100242405202400137","202400137","2024-10-23","1137","2405","1","1","6","9","1","524","2024-10-23T03:35:00.000Z","2024-10-23T04:35:00.000Z","2024-10-23T04:35:00.000Z","12.5025173","77.1623690","Assault reported near Ramanagara Market PS. Evidence and witness inputs available for AI review."
"138","100303007202400138","202400138","2024-06-09","1138","3007","1","2","1","1","1","530","2024-06-09T19:29:00.000Z","2024-06-10T01:29:00.000Z","2024-06-09T20:29:00.000Z","16.8697098","77.2216163","Burglary reported near Yadgir Cyber PS. Night-time MO. Evidence and witness inputs available for AI review."
"139","100030307202600139","202600139","2026-05-25","1139","307","1","2","1","3","2","503","2026-05-25T09:41:00.000Z","2026-05-25T14:41:00.000Z","2026-05-25T10:41:00.000Z","16.0419567","74.5502616","Chain Snatching reported near Belagavi Cyber PS. Evidence and witness inputs available for AI review."
"140","100222203202600140","202600140","2026-04-19","1140","2203","1","2","1","1","2","522","2026-04-19T00:03:00.000Z","2026-04-19T01:03:00.000Z","2026-04-19T01:03:00.000Z","12.2343412","76.5597299","Burglary reported near Mysuru North PS. Evidence and witness inputs available for AI review."
"141","100242406202500141","202500141","2025-08-07","1141","2406","1","2","2","4","1","524","2025-08-07T03:10:00.000Z","2025-08-07T06:10:00.000Z","2025-08-07T04:10:00.000Z","12.7357084","77.3329941","UPI Fraud reported near Ramanagara Traffic PS. Evidence and witness inputs available for AI review."
"142","100191908202600142","202600142","2026-04-09","1142","1908","1","2","1","3","1","519","2026-04-09T03:10:00.000Z","2026-04-09T04:10:00.000Z","2026-04-09T04:10:00.000Z","13.1702943","77.9049131","Chain Snatching reported near Kolar Women PS. Possible NH-167 Network pattern. Evidence and witness inputs available for AI review."
